Time (ms), Potentiometer 0 (mm), Potentiometer 1 (mm), Acceleration X (m/s^2), Acceleration Y (m/s^2), Acceleration Z (m/s^2)
0.052,19411,20479,-7.6087728759765625,-1.446097802734375,4.6830584472656245
0.06,19460,20357,-9.437942944335937,-0.28730419921875,3.907337109375
0.067,19370,20414,-10.658985791015624,-1.39821376953125,4.055777612304687
0.075,19452,20239,-10.606313354492187,-1.465251416015625,6.2009822998046875
0.083,19304,20368,-12.038045947265624,0.181959326171875,4.333505004882812
0.09,19449,20279,-9.576806640625,0.40222587890625,5.84185205078125
0.098,19355,20362,-9.773131176757811,-0.5602431884765625,1.8626888916015625
0.106,19442,20347,-10.462661254882812,-2.001552587890625,1.1444283935546875
0.113,19424,20360,-9.390058911132812,2.1068974609374997,4.951209033203125
0.121,19436,20359,-10.47702646484375,0.49320554199218747,-2.212242333984375
0.129,19444,20299,-7.68059892578125,-0.8906430175781249,-2.2840683837890623
0.136,19400,20351,-5.999869360351562,-1.5514426757812498,2.8203695556640622
0.144,19456,20209,-3.0550013183593747,-1.886630908203125,0.8858546142578124
0.152,19325,20354,-3.81156904296875,0.9433154541015625,2.1499930908203124
0.159,19444,20253,-0.12449848632812499,-1.3646949462890625,2.829946362304687
0.167,19319,20411,-5.779602807617187,-4.587290380859375,1.6998831787109374
0.175,19426,20467,-11.238382592773437,1.8339584716796873,-3.0358477050781247
0.182,19376,20503,-4.180276098632812,-0.603338818359375,12.31577333984375
0.19,19428,20503,-8.547299926757812,-2.0733786376953125,11.429918725585937
0.198,19419,20472,-4.525041137695312,0.2537853759765625,9.504980590820312
0.205,19321,20446,-18.023550097656248,2.039859814453125,5.190629199218749
0.213,19047,20283,-22.266075439453125,-5.578489868164062,-0.7852981445312499
0.221,18351,20251,-21.255722338867187,-3.303998291015625,-0.2059013427734375
0.228,18214,19918,-1.16837041015625,-5.9950809570312495,-1.2641384765625
0.236,18045,19988,-10.558429321289061,5.521029028320312,6.277596752929687
0.244,18205,19914,-8.44674345703125,-0.7852981445312499,1.4221557861328125
0.251,18151,19956,-5.999869360351562,-5.7077767578125,7.709329345703124
0.259,18190,19891,-2.89219560546875,-5.008669873046875,5.315127685546875
