Time (ms),Potentiometer 0 (mm),Potentiometer 1 (mm),Acceleration X (m/s^2),Acceleration Y (m/s^2),Acceleration Z (m/s^2)
0.0,4336,7008,-6.593631372070312,-1.7094599853515624,1.6927005737304686
0.009,4397,6886,-6.742071875,0.3854664672851562,5.123591552734375
0.017,4329,7006,-9.210493786621093,-1.9871873779296874,6.222530114746093
0.024,4397,6906,-9.22485899658203,-4.091690637207031,7.505822204589843
0.032,4311,7005,-9.33978067626953,-3.6655227416992187,9.066841687011719
0.04,4380,6913,-8.058882788085937,-2.6001030029296874,9.090783703613281
0.048,4313,7003,-6.040570788574218,-1.5538368774414062,6.129156249999999
0.056,4468,6992,-5.628768103027343,-2.2266075439453124,5.870582470703124
0.114,4535,6921,-6.37815322265625,-3.4811692138671875,5.425260961914062
0.122,4476,6990,-6.519411120605469,-3.5242648437499997,5.384559533691406
0.13,4538,6937,-6.912060192871094,-2.8036101440429686,4.774038110351563
0.138,4491,6990,-6.787561706542968,-2.461239306640625,3.81156904296875
0.146,4552,6962,-6.0525417968749995,-2.291250988769531,3.8570588745117185
0.154,5788,6943,-8.319850769042969,-2.142810485839844,4.805162731933594
0.212,5982,6984,-8.927977990722656,-1.6424223388671875,5.044582897949218
0.22,6289,6964,-9.239224206542968,-0.6631938598632812,4.393360046386719
0.228,6501,6983,-8.892064965820312,-0.5746083984375,5.406107348632812
0.236,6804,6976,-9.229647399902344,-0.6177040283203125,5.7125651611328125
0.243,7063,6981,-10.32379755859375,-0.2609679809570312,5.597643481445312
0.251,8874,6980,-10.666168395996094,0.00718260498046875,13.405135095214844
0.31,9079,6976,-10.86009873046875,-0.4213794921875,6.574477758789062
0.318,9199,6982,-11.166556542968749,-0.9911994873046874,5.329492895507812
0.325,9332,6983,-11.245565197753905,-1.0773907470703123,3.6367923217773437
0.333,9409,6983,-10.91037696533203,-0.86191259765625,2.73896669921875
0.341,9470,6982,-11.039663854980468,0.3064578125,2.4492682983398435
0.349,9505,6968,-10.589553942871094,-0.16041151123046873,2.4947581298828125
0.357,9513,6982,-10.261548315429687,-1.9943699829101562,2.231395947265625
0.415,9514,6982,-10.685322009277343,-2.080561242675781,2.959233251953125
0.423,9518,6956,-10.826579907226561,-1.8531120849609375,2.7365724975585937
0.431,9511,6983,-10.326191760253906,-1.467645617675781,2.6982652709960937
0.439,9515,6928,-10.55364091796875,-1.3168109130859373,2.47081611328125
0.447,9474,6983,-9.888052856445311,-1.2904746948242187,1.465251416015625
0.454,8048,6981,-6.291961962890625,2.032677209472656,1.7094599853515624
0.513,7647,6922,-6.449979272460937,3.1747114013671873,1.2282254516601563
0.521,7293,6981,-10.601524951171875,2.7437551025390623,2.91134921875
0.528,7196,6896,-13.560758203125,1.8938135131835936,4.036623999023437
0.536,7080,7005,-13.567940808105467,2.932897033691406,5.793968017578124
