Time (ms),Potentiometer 0 (mm),Potentiometer 1 (mm),Acceleration X (m/s^2),Acceleration Y (m/s^2),Acceleration Z (m/s^2)
0.0,4563,8760,-5.8610056640625,-1.22583125,4.762067102050781
0.008,4555,8755,-7.359775903320312,-3.23696064453125,5.087678527832031
0.016,4563,8753,-7.6614453125,-0.47884033203125,4.601655590820312
0.024,4561,8752,-7.340622290039062,-1.6256629272460936,5.9208607055664055
0.032,4563,8751,-8.628702783203124,-3.2609026611328122,5.932831713867187
0.039,4564,8751,-8.566453540039062,-2.806004345703125,5.923254907226562
0.047,4562,8752,-8.319850769042969,-1.5059528442382812,5.212177014160156
0.055,4571,8761,-8.590395556640624,-0.5722141967773438,5.121197351074218
0.114,4573,8774,-8.645462194824217,-1.1707646118164061,4.453215087890625
0.121,4573,8787,-7.6997525390625,-0.8283937744140625,3.9336733276367184
0.129,4578,8806,-7.062894897460937,0.5410895751953124,4.5968671875
0.137,4585,8868,-6.691793640136718,1.7573440185546874,6.9144543945312495
0.145,4592,8910,-7.3549875,0.4740519287109375,6.311115576171875
0.153,4928,9328,-7.199364392089843,0.6296750366210937,6.114791040039062
0.212,4969,9358,-7.1586629638671875,0.354341845703125,6.45476767578125
0.219,4990,9378,-7.6470801025390625,0.49799394531249996,7.285555651855469
0.227,5002,9399,-8.20971749267578,-0.8068459594726562,6.758831286621094
0.235,5020,9408,-9.030928662109375,-1.924938134765625,6.813897924804687
0.243,5024,9430,-9.45470235595703,-2.1739351074218747,7.9272016967773435
0.251,5041,9453,-7.501033801269531,-2.693476867675781,3.404554760742187
0.309,5042,9451,-7.242460021972656,-2.578555187988281,2.959233251953125
0.317,5041,9452,-7.410054138183593,-1.9847931762695312,2.7198130859375
0.325,5041,9435,-7.086836914062499,-1.66636435546875,3.095702746582031
0.333,5040,9451,-6.792350109863281,-1.3096283081054687,3.2609026611328122
0.341,5040,9415,-6.5218053222656245,-0.5793968017578125,3.5434184570312497
0.348,5030,9429,-6.375759020996093,-0.5458779785156249,4.012681982421875
0.356,5038,9253,-7.101202124023437,-0.33518823242187495,2.7964275390625
0.415,5040,9217,-7.503428002929687,-0.41419688720703124,2.731784094238281
0.423,5034,9241,-7.572859851074218,-0.7350199096679687,2.480392919921875
0.43,5040,9205,-7.654262707519531,-1.2234370483398436,3.5146880371093747
0.438,5027,9242,-8.231265307617187,-1.189918225097656,8.252813122558594
0.446,5038,9189,-10.472238061523436,-1.7405846069335937,10.896011755371093
0.454,5239,9195,-9.5001921875,-3.9935283691406247,1.458068811035156
0.512,5216,9223,-3.967192150878906,-10.414777221679687,-1.5418658691406248
0.52,5230,9172,-4.774038110351563,-1.0462661254882812,-0.24660277099609373
0.528,5215,9225,-5.511452221679687,3.356670727539062,1.2521674682617188
0.536,5245,9169,-6.335057592773437,-0.46208092041015625,2.7964275390625
0.544,5229,9220,-6.720524060058593,-2.961627453613281,2.39420166015625
0.552,6552,9235,-7.3094976684570305,3.394977954101562,10.211270080566406
0.61,6963,9181,-6.167463476562499,6.112396838378906,10.702081420898438
0.618,7252,9233,-6.653486413574218,3.7804444213867185,10.137049829101562
0.626,7497,9194,-5.4013189453125,0.5722141967773438,8.604760766601562
0.634,7537,9236,-5.05655390625,-0.0143652099609375,5.813121630859374
0.641,7602,9204,-5.758054992675781,-0.51714755859375,4.407725256347656
0.649,7594,9238,-5.540182641601562,-0.06943184814453125,5.305550878906249
0.657,7865,9337,-9.694122521972655,-1.6136919189453125,6.330269189453125
0.715,7919,9315,-5.801150622558594,-0.41419688720703124,4.8698061767578125
0.723,7889,9336,-5.485116003417969,0.33039982910156246,5.054159704589844
0.731,7924,9325,-5.652710119628906,0.16041151123046873,5.813121630859374
0.739,7905,9339,-5.085284326171875,-0.5099649536132812,5.413289953613281
0.747,7922,9336,-4.1754876953124995,-0.7637503295898437,3.9935283691406247
0.755,8320,9381,-12.023680737304687,1.438915197753906,8.161833459472655
0.813,8394,9423,-10.484209069824217,0.7015010864257812,8.267178332519531
0.821,8470,9427,-7.436390356445312,1.3934253662109375,10.098742602539062
0.829,8506,9436,-4.3071687866210935,2.1356278808593747,10.462661254882812
0.836,8544,9436,-5.202600207519531,0.7326257080078125,7.307103466796875
0.844,8550,9430,-1.2330138549804688,-0.1580173095703125,5.288791467285156
0.852,7890,9226,-7.656656909179687,-3.1292215698242187,-0.5363011718749999
0.911,7769,9228,-9.085995300292968,-1.8555062866210936,-0.6296750366210937
0.918,7727,9225,-12.351686364746094,-1.675941162109375,4.872200378417968
0.926,7749,9219,3.5625720703124997,-6.789955908203124,17.164031701660154
0.934,7813,9171,-9.30147344970703,2.5450363647460934,4.168305090332031
0.942,7938,9111,-6.1650692749023435,-2.023100402832031,4.690241052246093
0.95,8103,9055,-9.674968908691406,-1.7573440185546874,6.514622717285156
0.958,8258,9498,-8.78432589111328,0.6081272216796875,2.616862414550781
1.016,8300,9551,-4.910507604980468,-1.944091748046875,19.56781016845703
1.024,8500,9565,-8.2743609375,-0.9361328491210937,13.958195678710936
1.032,8806,9629,-9.255983618164063,-0.033518823242187495,11.623849060058593
1.039,9089,9606,-9.011775048828124,1.0079588989257813,8.212111694335936
1.047,9120,9653,-7.738059765625,1.2832920898437499,2.592920397949219
1.055,8292,9612,-6.768408093261718,-1.1324573852539062,5.322310290527343
1.113,8261,9551,-9.560047229003906,1.9584569580078124,9.94072529296875
1.121,8095,9584,-2.375048046875,0.19393033447265623,5.853823059082031
1.129,7869,9513,-9.100360510253905,-2.4660277099609376,3.0502129150390624
1.137,7470,9579,-4.709394665527343,1.0079588989257813,6.119579443359375
1.145,7018,9524,-3.172317199707031,5.442020373535156,-0.36152445068359373
1.153,5007,10977,-10.931924780273437,-8.901641772460938,16.857573889160154
1.211,5200,11784,-7.419630944824219,-6.64630380859375,15.121777685546874
1.219,5440,12362,-6.48589229736328,-5.176263989257812,15.50724415283203
1.227,5672,12929,-2.7940333374023436,-7.831433630371094,14.293383911132812
1.235,5896,13628,-8.583212951660157,-11.985373510742187,7.728482958984374
1.243,5970,14110,-7.395688928222656,-8.501810095214843,4.407725256347656
1.25,6037,14115,-1.5514426757812498,1.6424223388671875,6.861781958007812
1.258,5841,13075,-9.411606726074218,-0.36631285400390623,-0.8738836059570312
1.317,5646,12787,-8.805873706054687,1.350329736328125,-2.6408044311523438
1.324,5547,12501,-11.046846459960937,1.7645266235351562,-3.308786694335937
1.332,5503,12324,-9.981426721191406,0.7230489013671875,-0.5506663818359374
1.34,5501,12093,-11.348515869140625,-0.8020575561523438,5.810727429199218
1.348,5481,12040,-14.777012646484375,1.9847931762695312,6.394912634277343
1.356,7635,11920,-9.624690673828125,-4.668693237304687,2.090138049316406
1.414,7899,11841,-8.832209924316405,-2.157175695800781,3.220201232910156
1.422,7868,11776,-8.020575561523437,-1.9656395629882812,-3.0550013183593747
1.43,7726,11658,-7.335833886718749,-3.840299462890625,-9.947907897949218
1.438,7428,11571,-6.313509777832031,1.879448303222656,-5.365405920410156
1.445,7149,11550,-10.149020837402343,6.813897924804687,0.5003881469726562
1.453,6994,11438,-12.121843005371092,7.4699091796875,4.833893151855468
1.512,6992,11504,-15.715539697265624,1.7956512451171873,5.7077767578125
1.519,6995,11580,-15.416264489746093,-1.7214309936523438,19.61270144958496
1.527,7112,11604,-12.483367456054687,6.6343328002929685,19.61270144958496
1.535,7479,11631,-15.339650036621093,1.1468225952148436,16.99643758544922
1.543,8011,11681,-17.872715393066404,0.7757213378906249,13.464990136718749
1.551,7231,11069,-6.833051538085937,-1.4317325927734375,4.891353991699218
1.609,7034,10972,-9.126696728515624,0.8020575561523438,7.240065820312499
1.617,6844,10880,-10.098742602539062,1.149216796875,9.045293872070312
1.625,6654,10737,-9.859322436523437,0.5865794067382812,6.718129858398437
1.633,6414,10557,-9.095572106933593,3.210624426269531,4.618415002441406
1.641,6221,10381,-7.122749938964843,3.1292215698242187,10.299855541992187
1.649,6178,10156,-8.281543542480469,2.3870190551757813,13.680468286132811
1.656,4947,9035,1.3455413330078123,0.239420166015625,-7.37414111328125
1.715,4594,8783,3.73495458984375,-0.7613561279296874,19.61270144958496
1.723,4501,8491,-2.770091320800781,0.7924807495117187,1.4317325927734375
1.73,4654,8330,-3.2800562744140622,2.8131869506835936,3.0310593017578125
1.738,5028,8197,-9.45470235595703,3.1483751831054687,2.2290017456054687
1.746,5609,8208,-11.441889733886718,-0.15562310791015624,5.3199160888671875
1.754,8153,9245,-12.172121240234373,-2.607285607910156,-1.448492004394531
1.812,8670,9391,-15.152902307128905,0.33518823242187495,2.77727392578125
1.82,9282,9692,-14.642937353515624,-3.785232824707031,4.7381250854492185
1.828,9911,9919,-13.069946862792968,-4.2688615600585935,1.0965443603515623
1.836,10359,10187,-13.09388887939453,-0.28730419921875,3.603273498535156
1.844,10842,10262,-14.080299963378906,-0.4644751220703125,7.323862878417969
1.851,13851,10645,-13.211204760742186,-6.957550024414062,19.61270144958496
1.91,13882,10708,-9.519345800781249,-3.749319799804687,7.790732202148437
1.918,13947,10695,-18.54069765625,-4.1563340820312495,11.654973681640625
1.926,13857,10804,-17.26219396972656,-0.7134720947265625,1.8650830932617186
1.933,13952,10755,-7.999027746582031,-2.3965958618164063,4.429273071289062
1.941,13894,10723,-3.380612744140625,1.1013327636718748,1.197100830078125
1.949,13955,10482,-2.463633508300781,-5.932831713867187,14.980519787597656
1.957,12206,9944,-12.689268798828124,-1.879448303222656,4.1754876953124995
2.015,12140,9783,-10.603919152832031,6.6702458251953125,2.2601263671875
2.023,12209,9440,-11.317391247558593,7.666233715820312,5.2648494506835934
2.031,12158,9098,-2.597708801269531,-0.5913678100585937,2.8945898071289062
2.039,12171,8745,-8.774749084472656,2.0063409912109376,11.312602844238281
2.047,11996,8467,-8.386888415527343,-2.9376854370117185,4.53940634765625
2.054,8665,7705,-7.235277416992187,-2.5737667846679684,0.0
2.113,8439,7698,-11.777077966308592,-0.6392518432617187,3.438073583984375
2.121,8319,7706,-9.09796630859375,1.438915197753906,1.6735469604492186
2.128,8104,7709,-6.148309863281249,5.5090580200195305,2.195482922363281
2.136,7713,7705,-3.7924154296875,4.266467358398438,-7.4962453979492185
2.144,7192,7663,2.0733786376953125,1.4820108276367188,-8.180987072753906
2.152,8113,7611,-8.51617530517578,1.599326708984375,11.63821427001953
2.21,8594,7647,-8.283937744140625,-3.1866824096679687,8.420407238769531
2.218,8808,7734,-8.75320126953125,-6.421248852539062,5.480327600097656
2.226,8793,7842,-8.317456567382813,-3.801992236328125,0.15562310791015624
2.234,8618,7926,-4.276044165039062,0.9600748657226562,0.6009446166992187
2.242,8399,8033,-3.450044592285156,0.8044517578125,5.154716174316406
2.249,8269,8173,-5.236119030761718,0.42377369384765623,4.029441394042968
2.257,7188,9435,-7.848193041992187,-0.5099649536132812,7.031770275878906
2.316,7099,9436,-5.743689782714843,-4.472368701171875,19.61270144958496
2.324,7204,9449,-5.935225915527344,-0.2705447875976562,19.503166723632813
2.331,7472,9329,-4.876988781738281,2.786850732421875,16.045939526367185
2.339,7874,9134,-1.8818425048828125,1.9105729248046874,11.954248889160155
2.347,8189,8902,-2.2098481323242187,-0.1867477294921875,5.042188696289062
2.355,7717,11160,-4.228160131835938,0.04548983154296875,-2.3056161987304686
2.413,7465,11195,9.509768994140625,2.501940734863281,-1.1276689819335937
2.421,7122,11144,4.206612316894531,2.8802245971679685,2.607285607910156
2.429,6807,11195,3.9552211425781247,2.2840683837890623,4.886565588378906
2.437,6698,11139,-5.494692810058593,0.9864110839843749,8.322244970703125
2.445,6664,11198,-13.912705847167969,0.15562310791015624,7.060500695800781
2.452,8280,11064,-6.215347509765625,3.258508459472656,1.1085153686523437
2.511,8273,11002,-13.460201733398437,6.619967590332031,1.8148048583984373
2.519,8169,11063,-15.306131213378904,8.750807067871094,-4.3622354248046875
2.527,8148,11041,-18.16959639892578,8.17859287109375,3.6846763549804686
2.534,8115,11105,-16.50323204345703,4.934449621582031,5.827486840820312
2.542,8272,11058,6.002263562011718,4.426878869628906,3.1938650146484373
2.55,8506,11097,-13.57272921142578,13.970166687011718,4.647145422363281
2.558,9539,10985,-3.902548706054687,-11.96382569580078,-2.27927998046875
2.616,9173,10850,-4.11802685546875,-3.517082238769531,0.5698199951171875
2.624,8556,10813,-2.959233251953125,-8.549694128417968,8.939948999023438
2.632,8151,10767,-14.257470886230468,-7.752424975585937,7.9104422851562495
2.64,7998,10784,-17.573440185546875,-9.124302526855468,12.00213292236328
2.648,8029,10801,-16.251840869140626,-7.651868505859374,6.974309436035155
2.656,7006,10982,1.0079588989257813,7.0102224609374995,1.5059528442382812
2.714,6721,11036,-2.6695348510742187,1.8100164550781248,6.785167504882812
2.722,6730,11039,-14.389151977539061,4.778826513671874,6.2009822998046875
2.73,6732,11270,-15.308525415039062,3.3782185424804685,5.652710119628906
2.738,6801,11472,-15.33486163330078,1.3718775512695311,1.2234370483398436
2.746,6881,11770,-9.947907897949218,-2.6408044311523438,-0.7589619262695312
2.753,8144,12725,-12.799402075195312,-1.9823989746093749,9.76116016845703
